# aligned companion of POSNoise_PatternList_De_v3.0.txt; evidence: UD_German-GSD (15589 sentences)
# entry	upos	class	evidence_count
zu hause	ADP	MWE	3293
zudem	ADV	ADV	83
zueinander	ADV	ADV	3
zuerst	ADV	ADV	17
zufolge	ADP	ADP	17
zufälligerweise	-	UNK	0
zugegeben	VERB	LVERB	1
zugegebenermassen	-	UNK	0
zugegebenermaßen	-	UNK	0
zugestandenermassen	-	UNK	0
zugestandenermaßen	-	UNK	0
zugleich	ADV	ADV	25
zugunsten	ADP	ADP	10
zuhauf	-	UNK	0
zuhause	ADJ	OTH	2
zukünftig	ADJ	OTH	5
zulasten	-	UNK	0
zuletzt	ADV	ADV	22
zuliebe	-	UNK	0
zum	-	UNK	0
zum abschluss	-	MWE	0
zum anderen	-	MWE	0
zum beispiel	-	MWE	0
zum einen	-	MWE	0
zum ersten	-	MWE	0
zum schluss	-	MWE	0
zum wiederholten mal	-	MWE	0
zum wiederholten male	-	MWE	0
zum x-ten mal	-	MWE	0
zum zeitpunkt	-	MWE	0
zum zweiten	-	MWE	0
zumal	SCONJ	SCONJ	6
zumeist	ADV	ADV	13
zumindest	ADV	ADV	12
zunächst	ADV	ADV	120
zur	-	UNK	0
zur gänze	-	MWE	0
zur hälfte	-	MWE	0
zur zeit von	-	MWE	0
zurück	ADV	ADV	96
zusammen	ADV	ADV	111
zusammenfassend	ADJ	OTH	1
zusehends	ADV	ADV	1
zusehens	-	UNK	0
zusätzlich	ADJ	OTH	51
zutiefst	ADV	ADV	2
zuviel	DET	DET	3
zuviele	-	UNK	0
zuvor	ADV	ADV	54
zuweilen	ADJ	OTH	1
zwangsläufig	ADJ	OTH	5
zwanzig	NUM	NUM	4
zwanzigste	-	UNK	0
zwar	ADV	ADV	55
zwar aber	ADV	MWE	55
zwecks	ADP	ADP	1
zwei	NUM	NUM	347
zwei drittel	NUM	MWE	347
zweieinhalb	NUM	NUM	1
zweieinhalbtausend	-	UNK	0
zweifellos	ADJ	OTH	1
zweifelsfrei	-	UNK	0
zweifelsohne	-	UNK	0
zweihundert	-	UNK	0
zweite	ADJ	OTH	49
zweiten	ADJ	OTH	103
zweitens	ADV	ADV	2
zweiter	ADJ	OTH	10
zweites	ADJ	OTH	4
zweiundachtzig	-	UNK	0
zwischen	ADP	ADP	279
zwischendurch	ADV	ADV	2
zwischenzeitlich	ADJ	OTH	5
zwölf	NUM	NUM	18
zwölfeinhalb	-	UNK	0
zwölfte	NOUN	OTH	1
äh	-	UNK	0
ähm	-	UNK	0
ähnlich wie	ADJ	MWE	35
äußerst	ADV	ADV	12
öfter	ADV	ADV	2
öfteren	NOUN	OTH	3
öfters	ADV	ADV	2
öhm	-	UNK	0
über	ADP	ADP	589
über alle massen	ADP	MWE	589
über alle maßen	ADP	MWE	589
überall	ADV	ADV	10
überaus	ADV	ADV	6
überdies	ADV	ADV	2
übereinander	ADV	ADV	2
überhaupt	ADV	ADV	31
überhaupt nicht	ADV	MWE	31
überm	-	UNK	0
übermorgen	-	UNK	0
übernächste	-	UNK	0
überraschenderweise	ADV	ADV	1
übers	-	UNK	0
üblicher weise	-	MWE	0
üblicherweise	ADV	ADV	5
übrigens	ADV	ADV	8
